,title,price,num_sold,shipping_type,condition,condition_description,num_reviews,pos_feedback_pct,return_days
0,apple iphone 7 plus (excellent condition) factory unlocked verizon tmobile at&t ,237.99,19 sold,free 4 day shipping,used,“fully functional in excellent condition. our devices are professionally tested and cleaned to the highest standards. accessories are included. warranty included as well.”,30470.0,99.9,30 days returns
1,apple iphone 8 64gb gsm factory unlocked gray & silver (good condition),149.99,"2,313 sold",free 2 day shipping,good - refurbished,“good overall condition. may have some minor scratches. charger and cable included.”,2703.0,97.2,30 days returns
2,apple iphone 8 64gb gsm factory unlocked smartphone,149.99,"2,419 sold",free 3 day shipping,used,“overall good condition will have marks and scratches - mfi charger included”,13103.0,96.3,30 days returns
3,apple iphone 7 32gb gsm factory unlocked 4g lte ios wifi smartphone,107.99,"6,010 sold",free 3 day shipping,used,“overall good working condition and will have minor marks and scratches - charger included”,13103.0,96.3,30 days returns
4,apple iphone x 64gb factory unlocked phone - very good,209.95,"22,036 sold",free 4 day shipping,very good - refurbished,"“this is a b+ stock item, meaning unit is in very good cosmetic condition and may have minor scrapes or scratches since it's been handled.”",332288.0,98.4,60 days returns
5,apple iphone 11 64gb factory unlocked 4g lte smartphone - very good,309.99,"9,047 sold",free 3 day shipping,very good - refurbished,"“this iphone 11 is in very good condition and has been determined fully functional by our industry-leading functionality inspection. it will show signs of wear like scratches, scuffs, and minor nicks on the screen or body. this item will not come in its original packaging but will include a certified cable and ul approved power adapter. headsets, sim card and manual are not included.  this iphone 11 is fully functional with all carrier networks.  it does not come with a sim card, you will need to get one from your carrier of choice.”",67602.0,98.9,60 days returns
6,apple iphone xr 64gb factory unlocked smartphone 4g lte ios smartphone - very,229.99,"31,462 sold",free 3 day shipping,very good - refurbished,"“this apple iphone xr 64gb factory unlocked smartphone 4g lte ios smartphone has been determined fully functional by our industry leading functionality inspection. it will show signs of wear like scratches, scuffs, and minor nicks on the screen or body. it will not come in its original packaging but will include an mfi certified lightning cable and ul approved power adapter. headsets, sim card and manual are not included. this apple iphone xr 64gb factory unlocked smartphone 4g lte ios smartphone is fully functional with all carrier networks. it does not come with a sim card, you will need to get one from your carrier of choice.”",67602.0,98.9,60 days returns
7,apple iphone x 64gb factory unlocked phone - very good,209.95,"22,036 sold",free 4 day shipping,very good - refurbished,"“this is a b+ stock item, meaning unit is in very good cosmetic condition and may have minor scrapes or scratches since it's been handled.”",332288.0,98.4,60 days returns
8,apple iphone 11 64gb factory unlocked 4g lte smartphone - very good,309.99,"9,047 sold",free 3 day shipping,very good - refurbished,"“this iphone 11 is in very good condition and has been determined fully functional by our industry-leading functionality inspection. it will show signs of wear like scratches, scuffs, and minor nicks on the screen or body. this item will not come in its original packaging but will include a certified cable and ul approved power adapter. headsets, sim card and manual are not included.  this iphone 11 is fully functional with all carrier networks.  it does not come with a sim card, you will need to get one from your carrier of choice.”",67602.0,98.9,60 days returns
9,apple iphone xr 64gb factory unlocked smartphone 4g lte ios smartphone - very,229.99,"31,462 sold",free 3 day shipping,very good - refurbished,"“this apple iphone xr 64gb factory unlocked smartphone 4g lte ios smartphone has been determined fully functional by our industry leading functionality inspection. it will show signs of wear like scratches, scuffs, and minor nicks on the screen or body. it will not come in its original packaging but will include an mfi certified lightning cable and ul approved power adapter. headsets, sim card and manual are not included. this apple iphone xr 64gb factory unlocked smartphone 4g lte ios smartphone is fully functional with all carrier networks. it does not come with a sim card, you will need to get one from your carrier of choice.”",67602.0,98.9,60 days returns
10,apple iphone xs 64gb factory unlocked 4g lte ios smartphone - very good,234.99,"5,391 sold",free 3 day shipping,very good - refurbished,"“this apple iphone xs 64gb factory unlocked 4g lte ios smartphone has been determined fully functional by our industry leading functionality inspection. it will show signs of wear like scratches, scuffs, and minor nicks on the screen or body. it will not come in its original packaging but will include an mfi certified lightning cable and ul approved power adapter. headsets, sim card and manual are not included. this apple iphone xs 64gb factory unlocked 4g lte ios smartphone is fully functional with all carrier networks. it does not come with a sim card, you will need to get one from your carrier of choice.”",67602.0,98.9,60 days returns
11,apple iphone 11 64gb factory unlocked 4g lte smartphone - good,319.99,"3,863 sold",free 3 day shipping,good - refurbished,"“this iphone 11 is in good condition. it is 100% functional but will show signs of use, including scratches and dents on the front, back, and corners of the product. it will not come in its original packaging but will include a certified cable and ul-approved power adapter. headsets, sim card and manual are not included. this iphone 11 is fully functional with all carrier networks.  it does not come with a sim card, you will need to get one from your carrier of choice.”",67602.0,98.9,30 days returns
12,apple iphone xr 64gb factory unlocked smartphone 4g lte ios smartphone - good,204.99,"3,398 sold",free 3 day shipping,good - refurbished,"“this apple iphone xr 64gb factory unlocked smartphone 4g lte ios smartphone is in used condition. it is 100% functional but will show signs of use, including scratches and dents on the front, back, and corners of the product. it will not come in its original packaging but will include an mfi certified lightning cable and ul approved power adapter. headsets, sim card and manual are not included. this apple iphone xr 64gb factory unlocked smartphone 4g lte ios smartphone is fully functional with all carrier networks. it does not come with a sim card, you will need to get one from your carrier of choice.”",67602.0,98.9,30 days returns
13,apple iphone 8 64gb factory unlocked phone - very good,144.95,"20,132 sold",free 4 day shipping,very good - refurbished,"“this is a b+ stock item, meaning unit is in very good cosmetic condition and may have minor scrapes or scratches since it's been handled.”",332288.0,98.4,60 days returns
14,apple iphone x 256gb unlocked smartphone - very good,234.95,"12,808 sold",free 4 day shipping,very good - refurbished,"“this is a b+ stock item, meaning unit is in very good cosmetic condition and may have minor scrapes or scratches since it's been handled.”",332288.0,98.4,60 days returns
15,apple iphone xs 64gb factory unlocked 4g lte ios smartphone - very good,234.99,"5,391 sold",free 3 day shipping,very good - refurbished,"“this apple iphone xs 64gb factory unlocked 4g lte ios smartphone has been determined fully functional by our industry leading functionality inspection. it will show signs of wear like scratches, scuffs, and minor nicks on the screen or body. it will not come in its original packaging but will include an mfi certified lightning cable and ul approved power adapter. headsets, sim card and manual are not included. this apple iphone xs 64gb factory unlocked 4g lte ios smartphone is fully functional with all carrier networks. it does not come with a sim card, you will need to get one from your carrier of choice.”",67602.0,98.9,60 days returns
16,apple iphone 11 64gb factory unlocked 4g lte smartphone - grade b+,299.99,60 sold,,used,"“""b stock "" condition: may show signs of wear like multiple scratches (which you can cover if you use a screen protector) , scuffs, and dents, but it does not impair the functionality, includes free charger and cable, 100% fully functional, certified via a 34 point factory inspection, these are unlocked devices a), ships in a generic box, photos are stock photos”",119431.0,99.3,30 days returns
17,apple iphone xr 64gb factory unlocked smartphone 4g lte ios smartphone - good,204.99,"3,398 sold",free 3 day shipping,good - refurbished,"“this apple iphone xr 64gb factory unlocked smartphone 4g lte ios smartphone is in used condition. it is 100% functional but will show signs of use, including scratches and dents on the front, back, and corners of the product. it will not come in its original packaging but will include an mfi certified lightning cable and ul approved power adapter. headsets, sim card and manual are not included. this apple iphone xr 64gb factory unlocked smartphone 4g lte ios smartphone is fully functional with all carrier networks. it does not come with a sim card, you will need to get one from your carrier of choice.”",67602.0,98.9,30 days returns
18,apple iphone 13 128gb\256gb\512gb a2482 unlocked excellent,669.99,272 sold,,used,"“excellent condition - these phones will appear flawless but upon a closer look there may be subtle signs of use. there may be some signs of use on the screen or on the body of the phone, however, these will be difficult to notice with the naked eye. all phones are fully tested using our 34-point inspection process and are 100% functional.”",39862.0,99.2,30 days returns
19,apple iphone 8 64gb factory unlocked phone - very good,144.95,"20,132 sold",free 4 day shipping,very good - refurbished,"“this is a b+ stock item, meaning unit is in very good cosmetic condition and may have minor scrapes or scratches since it's been handled.”",332288.0,98.4,60 days returns
20,apple iphone 8 - 64gb - space gray unlocked cdma + gsm ,149.89,"1,408 sold",free 3 day shipping,used,,56112.0,98.9,30 days returns
21,apple iphone 8 plus 256gb unlocked straight talk tmobile at&t verizon excellent,259.0,,,excellent - refurbished,"““pick your carrier or pick fully unlocked to work with multiple carriers.  all of these iphones have been fully tested by our team of on-site technicians using industry-leading testing software and procedures to guarantee they're in perfect working condition and perform just like brand new phones. we're confident in the quality and condition of these iphones and you can be too, by knowing that we offer a no-risk 30-day warranty””",60971.0,100.0,30 days returns
22,apple iphone 11 - 128gb/64gb - factory unlocked - very good condition -all color,395.0,102 sold,free 4 day shipping,used,"“phones are in excellent cosmetic condition. devices are ready to activate. clean esn. phonecheck certified. please see below for more info(grading,etc). if you have any questions, please do not hesitate to contact us.”",5146.0,99.3,30 days returns
23,apple iphone 8 plus 64gb unlocked metro cricket tmobile at&t verizon - excellent,219.0,618 sold,,excellent - refurbished,"““completely unlocked and compatible with all carriers.  see details below. all of these iphones have been fully tested by our team of on-site technicians using industry-leading testing software and procedures to guarantee they're in perfect working condition and perform just like brand new phones. we're confident in the quality and condition of these iphones and you can be too, by knowing that we offer a no-risk 30-day warranty””",60971.0,100.0,30 days returns
24,apple iphone x 256gb unlocked smartphone - very good,234.95,"12,808 sold",free 4 day shipping,very good - refurbished,"“this is a b+ stock item, meaning unit is in very good cosmetic condition and may have minor scrapes or scratches since it's been handled.”",332288.0,98.4,60 days returns
25,apple iphone 11 a2111 64/128/256gb sprint verizon t-mobile at&t unlocked good,299.99,783 sold,,used,“good condition - these phones may show common to heavy signs of wear such as scuffs or scratches on both the screen and the body. there may be dings in the frame of the phone and wear around audio and charging ports. all phones are fully tested using our 34-point inspection process and are 100% functional.”,39862.0,99.2,30 days returns
26,apple iphone xs 64gb unlocked smartphone - very good,219.95,"6,404 sold",free 4 day shipping,very good - refurbished,"“this is a b+ stock item, meaning unit is in very good cosmetic condition and may have minor scrapes or scratches since it's been handled.”",332288.0,98.4,60 days returns
27,apple iphone 8 plus 64gb unlocked smartphone - very good,219.95,"22,226 sold",free 4 day shipping,very good - refurbished,"“this is a b+ stock item, meaning unit is in very good cosmetic condition and may have minor scrapes or scratches since it's been handled.”",332288.0,98.4,60 days returns
28,apple iphone x 64gb fully unlocked (gsm+cdma) at&t t-mobile verizon silver,234.99,857 sold,free 3 day shipping,open box,"“item is in excellent condition. phones are 100% functional. this item will not be in the original packaging and includes a brand new non-oem mfi certified power cable. 60 days seller warranty included. it has been fully tested and is in excellent working order. device may show some light scuffs or marks from handling. fully unlocked: fully functional with every gsm / cdma network carrier such as verizon, t-mobile, at&t, sprint, metro, cricket wireless etc. gsm unlocked: fully functional with gsm network carriers like t-mobile, at&t, metro, cricket wireless etc.”",6904.0,99.9,60 days returns
29,apple iphone 7 128gb  gsm/cdma fully unlocked smartphone- black ,114.99,674 sold,free 3 day shipping,used,"“overall good condition , may have minor marks and scratches - charger included .”",13103.0,96.3,30 days returns
30,apple iphone 11 - 64gb - factory unlocked - good condition,309.99,"1,189 sold",free 3 day shipping,good - refurbished,"“fully tested and restored to factory settings by our in house technicians. - good – this product is in good cosmetic condition, there will be signs of wear which may include scratches, visible scuffs and/or screen discoloration but nothing that will impair functionality. battery health will be a minimum of 80%. the item has been fully tested, restored to factory settings and is in excellent working order.”",27605.0,96.8,60 days returns
31,apple iphone 11 pro - 64gb - silver (unlocked) a2160,,,,used,,44.0,,Seller does not accept returns
32,apple iphone xs max - 256gb - space gray (unlocked) a1921 (cdma + gsm),388.99,51 sold,free 2 day shipping,open box,““these units are returns from our retail stores and have been sent back and retested to ensure 100% function. these units are backed by our 30 day worry free guarantee. all units are in pristine cosmetic condition. comes with original wrapped oem charger and cube and a box. along with oem accessories we are also throwing in an extra car charger. these devices are unlocked and can be activated on cdma and gsm carriers””,7165.0,100.0,30 days returns
33,"apple iphone se - 32gb - space gray (unlocked) a1662 "" b stock""",64.99,,free 2 day shipping,used,"“““these unit are returns from our enterprise group have been sent back and retested to ensure 100% function. these units will come in b stock condition. meaning most units will some some scratches or light use. absolutely no dents or cracks. these units will be unlocked so will be good to use on all networks. phone will come in a apple box with cube and cable. also throwing in a free temper glass ""will any scratches the screen may have"" and apple car charger.””",7165.0,100.0,30 days returns
34,apple iphone xs max 64/256/512gb a1921 a2101 at&t verizon unlocked excellent,299.99,139 sold,,used,"“excellent condition - these phones will appear flawless but upon a closer look there may be subtle signs of use. there may be some signs of use on the screen or on the body of the phone, however, these will be difficult to notice with the naked eye. all phones are fully tested using our 34-point inspection process and are 100% functional.”",5134.0,99.6,30 days returns
35,apple iphone 11 64gb unlocked smartphone - very good,349.95,"6,412 sold",free 4 day shipping,very good - refurbished,"“this is a b+ stock item, meaning unit is in very good cosmetic condition and may have minor scrapes or scratches since it's been handled.”",332288.0,98.4,60 days returns
36,apple iphone 8 plus factory unlocked at&t t-mobile verizon smartphone very good,229.0,"2,068 sold",free 3 day shipping,very good - refurbished,"“100% full functional , gsm unlocked for all gsm carriers.“this item is in great condition  and will show moderate signs of cosmetic imperfections (scratching/scuffing) on housing and screen - fully functional – comes with generic box charging usb and adapter (no simcard included)”",69132.0,95.8,30 days returns
37,apple iphone 6s (good condition) unlocked verizon at&t t-mobile smartphone4glte,72.0,985 sold,,used,"“fully functional ,professionally tested and cleaned to ensure perfect working funcionality.come with charger and usb data cable.”",2029.0,95.8,30 days returns
38,apple iphone 12 unlocked 64gb 128gb 256gb | verizon t-mobile at&t | very good,489.98,,free 3 day shipping,very good - refurbished,"“phones are 100% tested and work like new. all orders include the apple iphone 12 (color, carrier, and gb you choose from drop down list), wall charging block, and mfi certified lightning usb cable. battery health tested and is a minimum of 80%+. very good- shows some limited use with light scratches on front screen/back and possible wear on edges. all units tested and work perfectly!”",15046.0,98.4,30 days returns
39,apple iphone 7 plus 32gb 128gb verizon unlocked at&t boost smartphone,114.0,889 sold,,for parts or not working,“they don't have a cracked lcd. no other feature has been tested or should be assumed.”,5146.0,99.3,30 days returns
40,apple iphone 12 a2172 64/128/256gb at&t t-mobile verizon unlocked good,434.99,123 sold,,used,“good condition - these phones may show common to heavy signs of wear such as scuffs or scratches on both the screen and the body. there may be dings in the frame of the phone and wear around audio and charging ports. all phones are fully tested using our 34-point inspection process and are 100% functional.”,39862.0,99.2,30 days returns
41,apple iphone xr - 64gb - black (unlocked) a1984 (cdma + gsm),200.0,,,used,,1.0,100.0,Seller does not accept returns
42,apple iphone xs max 64gb unlocked smartphone - very good,299.95,"6,457 sold",free 4 day shipping,very good - refurbished,"“this is a b+ stock item, meaning unit is in very good cosmetic condition and may have minor scrapes or scratches since it's been handled.”",332288.0,98.4,60 days returns
43,apple iphone 11 pro max - 64gb - midnight green (unlocked)face id not working,,,,used,,410.0,98.0,Seller does not accept returns
44,apple iphone 8 plus - 64gb - gold - gsm unlocked - smartphone,199.99,,free 3 day shipping,used,"“the cosmetic condition is overall poor, it will show heavy signs of wear and tear from previous usage, such as dings & scratches on the screen & body. | perfect for people not concerned with their phones cosmetic condition. | this is a pre-owned device, it has been tested and is fully functional |”",7053.0,99.9,30 days returns
45,apple iphone 8 64gb fully unlocked (gsm+cdma) at&t t-mobile verizon black,164.99,"1,162 sold",free 3 day shipping,open box,"“item is in excellent condition. phones are 100% functional. this item will not be in the original packaging and includes a brand new non-oem mfi certified power cable. 60 days seller warranty included. it has been fully tested and is in excellent working order. device may show some light scuffs or marks from handling. fully unlocked: fully functional with every gsm / cdma network carrier such as verizon, t-mobile, at&t, sprint, metro, cricket wireless etc. gsm unlocked: fully functional with gsm network carriers like t-mobile, at&t, metro, cricket wireless etc.”",6904.0,99.9,60 days returns
46,apple iphone 8 64gb 256gb unlocked straight talk t-mobile at&t verizon metro (n),169.0,,,open box,“choose your color and network from the dropdown boxes. detailed grade information is below. we offer a no-risk 30-day warranty! trusted seller. see our ratings. fully tested by our team of on-site technicians using industry-leading testing software and procedures. then meticulously and carefully cosmetically graded to be sure they fit the conditions in this listing. please message us with any questions you may have.””””,60971.0,100.0,30 days returns
47,apple iphone x 64gb factory unlocked at&t t-mobile smartphone - very good,228.0,434 sold,free 3 day shipping,very good - refurbished,"“factory unlocked fully functional. it will show moderate signs of scratches, scuffs, on the screen or body. comes in a white generic box with generic charger.”",69132.0,95.8,30 days returns
48,apple iphone x 256gb unlocked gsm phone - space gray (dents/scratches),209.99,205 sold,free 3 day shipping,used,“this item has been previously used and has strong signs of use. there may be dents or scuffs and scratches but is still 100% fully operational and functions as intended. perfect for use with a case.”,154477.0,98.0,30 days returns
49,apple iphone 11 pro a2160 at&t sprint t-mobile verizon factory unlocked - good -,429.0,,free 3 day shipping,good - refurbished,"“free 2-day shipping! apple iphone 11 pro - model a2160 factory unlocked - good condition - see the below description for more details. comes in a new box with a brand new 2-piece charger (lightning cable and wall plug) and a sim tray removal tool. we're a trusted and certified usa seller. all of these devices have been fully tested by our team of professionally certified technicians. please, check our store ratings to see what our customers have to say about us and our products! feel free to message with any questions you may have. have a nice day!”",29971.0,100.0,30 days returns
50,excellent apple iphone xr a1984 64gb red t-mobile at&t verizon unlocked + more,204.99,,,used,"“perfect functioning condition. face id, charging, touch, all in working order. battery health is very high on every phone. devices are in excellent condition overall. screen is nearly perfect with no scratches, cracks, or signs of use. there may be blemish on bezel or slight scratches on bezel or back cover of phone as pictured. comes with generic lightning charger. photos are representative, not exact, of item you will receive. devices are all unlocked for use with any network in the us and worldwide.”",47359.0,98.9,30 days returns
51,apple iphone 11 - 128gb - factory unlocked - very good condition,394.99,,free 3 day shipping,used,"“fully tested and restored to factory settings by our in house technicians. - very good - this product is in very good cosmetic condition, there will be signs of wear which may include light scratches and/or scuffs but nothing that will impair functionality. battery health will be a minimum of 80%. the item has been fully tested, restored to factory settings and is in excellent working order.”",27605.0,96.8,60 days returns
52,apple iphone 11 pro - 64gb - midnight gray - fully unlocked smartphone - a2160,379.99,,free 2 day shipping,used,"“phones have been certified by our industry-leading mobile diagnostic software to be 100% fully functional and reset to factory settings. fair condition. will show signs of use such as excessive scratching and or scuffing on the screen and body. look great when used with a case and screen protector. compatible with all carriers such as verizon, at&t and t-mobile. premium aftermarket charger and cable are included. 30 day warranty included. sim card and retail packaging are not included.”",20932.0,97.8,30 days returns
53,apple iphone 11 pro 256gb unlocked smartphone - excellent,534.95,318 sold,free 4 day shipping,excellent - refurbished,"“this is an a stock item, meaning unit is in excellent cosmetic condition.”",332288.0,98.4,60 days returns
54,apple iphone 12 pro max - 512gb - pacific blue (verizon),,,,used,,926.0,100.0,Seller does not accept returns
55,apple iphone 12 pro max 128/256/512gb at&t sprint t-mobile unlocked verizon good,700.99,418 sold,free 3 day shipping,used,"“devices come in good physical condition. the screen will likely show moderate scratches. expect minor amounts of wear in the form of scratches, minor dents and/or black markings on the housing and bezel. at&t / sprint / t-mobile: selecting one of these options means you will receive a device compatible with the carrier you have selected. devices in these categories are not compatible with other carriers. unlocked: selecting this option means you will receive a gsm unlocked phone that is compatible with gsm carriers such as at&t & t-mobile. gsm unlocked devices will not work with cdma carriers such as sprint & verizon.  verizon: selecting this option means you will receive a verizon unlocked device. these devices are compatible with all cdma+gsm carriers, except sprint, this includes international service providers.  please reference listing for further details.”",54735.0,99.4,60 days returns
56,apple iphone se 2020 (2nd generation) 64gb (unlocked) a2275. excellent condition,164.99,,,used,"“fully functional apple iphone se 2020 (2nd generation) 64gb (a2275).  no nicks or dings to the housing.  screen has no chips and cracks.  carrier unlocked with clean esn.  icloud unlocked.  full refunds only, no partial refunds.”",1941.0,100.0,30 days returns
57,apple iphone 11 pro max 64gb unlocked smartphone - very good,499.95,"1,373 sold",free 4 day shipping,very good - refurbished,"“this is a b+ stock item, meaning unit is in very good cosmetic condition and may have minor scrapes or scratches since it's been handled.”",332288.0,98.4,60 days returns
58,apple iphone 6s - 32gb - space gray (unlocked) a1688. excellent condition,69.99,,,used,“fully functional iphone 6s 32gb (a1688).  housing has no major nicks or dings.  no chips or cracks to screen.  carrier unlocked.  this phone is also not icloud locked.   full refunds only.  no partial refunds.”,1941.0,100.0,30 days returns
59,apple iphone 8 plus - 64gb - factory unlocked - very good condition,229.99,968 sold,free 3 day shipping,used,"“fully tested and restored to factory settings by our in house technicians. - very good - this product is in very good cosmetic condition, there will be signs of wear which may include light scratches and/or scuffs but nothing that will impair functionality. battery health will be a minimum of 80%. the item has been fully tested, restored to factory settings and is in excellent working order.”",27605.0,96.8,60 days returns
60, apple iphone 11 pro | 64gb midnight green | unlocked verizon t-mobile at&t,429.99,147 sold,free 3 day shipping,used,“| excellent condition | new accessories | new tempered glass | 60 day warranty |”,11250.0,100.0,30 days returns
61,apple iphone 7 32gb matte black verizon unlocked fair condition,88.99,3 sold,free 3 day shipping,used,"“device is 100% fully functional and in fair physical condition. item shows moderate to excessive signs of wear, scratches, and/or dings. device may also contain minor white spots/lcd light bleed on the display. please reference example photos and listing for further details.”",54735.0,99.4,60 days returns
62,apple iphone xr 64gb fully unlocked (gsm+cdma) at&t t-mobile verizon black,249.99,599 sold,free 3 day shipping,open box,"“item is in excellent condition. phones are 100% functional. this item will not be in the original packaging and includes a brand new non-oem mfi certified power cable. 60 days seller warranty included. it has been fully tested and is in excellent working order. device may show some light scuffs or marks from handling. fully unlocked: fully functional with every gsm / cdma network carrier such as verizon, t-mobile, at&t, sprint, metro, cricket wireless etc. gsm unlocked: fully functional with gsm network carriers like t-mobile, at&t, metro, cricket wireless etc.”",6904.0,99.9,60 days returns
63,apple iphone 11 a2111 64/128/256gb us cellular verizon at&t unlocked great,309.99,645 sold,,used,“great condition - these phones may have some visible wear from light use. there may be a few light scratches on the screen or scuffs on the body. all phones are fully tested using our 34-point inspection process and are 100% functional.”,39862.0,99.2,30 days returns
64,apple iphone 11 64gb 128gb 256gb verizon t-mobile at&t good condition,299.99,"2,014 sold",free 3 day shipping,good - refurbished,"“this apple iphone 11 64gb 128gb 256gb verizon t-mobile at&t unlocked smartphone has been determined fully functional by our industry leading functionality 32 point inspection. it may show signs of wear like minor scratches, scuffs, and minor nicks on the screen or body. this item will not come in its original packaging but will include a certified mfi cable and ul approved power adapter. headsets, sim card and manual are not included. this apple iphone 11 64gb 128gb 256gb verizon t-mobile at&t unlocked smartphone is fully functional with verizon, t-mobile, at&t and all other cdma & gsm networks. depending on which network you purchase, your device will operate on either fully unlocked or h2o locked. (more info below in item description)”",13309.0,96.6,30 days returns
65,apple iphone x 64gb unlocked 4g lte ios wifi 12mp camera smartphone - good,209.95,"5,933 sold",free 4 day shipping,good - refurbished,"“this is a b stock item, meaning unit is in good cosmetic condition and will show signs of use in the form of scrapes or scratches.”",332288.0,98.4,60 days returns
66,apple iphone 8 64gb space gray verizon unlocked good condition,156.99,968 sold,free 3 day shipping,good - refurbished,"“device is 100% fully functional and in good physical condition. the screen will likely show moderate scratches. expect minor amounts of wear in the form of scratches, minor dents and/or black markings on the housing and bezel. please reference example photos and listing for further details.”",54735.0,99.4,60 days returns
67,apple iphone 11 128gb factory unlocked 4g lte smartphone - excellent,399.99,601 sold,free 3 day shipping,excellent - refurbished,"“this iphone 11 is in excellent condition. it is 100% functional and in near perfect cosmetic condition with the possibility of a few light hair marks. it will not come in its original packaging but will include a certified cable and ul approved power adapter. headsets, sim card and manual are not included. this iphone 11 is fully functional with all carrier networks. it does not come with a sim card, you will need to get one from your carrier of choice.”",67602.0,98.9,60 days returns
68,apple iphone xr 128gb factory unlocked 4g lte smartphone - very good,269.99,"2,528 sold",free 3 day shipping,very good - refurbished,"“this apple iphone xr 128gb factory unlocked 4g lte smartphone has been determined fully functional by our industry leading functionality inspection. it will show signs of wear like scratches, scuffs, and minor nicks on the screen or body. it will not come in its original packaging but will include an mfi certified lightning cable and ul approved power adapter. headsets, sim card and manual are not included. this apple iphone xr 128gb factory unlocked 4g lte smartphone is fully functional with all carrier networks. it does not come with a sim card, you will need to get one from your carrier of choice.”",67602.0,98.9,60 days returns
69,apple iphone xr - 64gb - factory unlocked - good condition,218.99,"1,712 sold",free 3 day shipping,good - refurbished,"“fully tested and restored to factory settings by our in house technicians. - good – this product is in good cosmetic condition, there will be signs of wear which may include scratches, visible scuffs and/or screen discoloration but nothing that will impair functionality. battery health will be a minimum of 80%. the item has been fully tested, restored to factory settings and is in excellent working order.”",27605.0,96.8,60 days returns
70,apple iphone 11 pro max a2161 att t-mobile verizon factory unlocked - very good,619.0,,free 3 day shipping,very good - refurbished,"“we're a certified usa seller. apple iphone 11 pro max - factory unlocked model a2161 - very good condition - see the below description for more details. backed by a free one year warranty. comes in a new box with a brand new 2-piece charger (lightning cable and wall plug) and a sim tray removal tool. clean esn verified. we're a trusted and certified usa seller. all of these devices have been fully tested by our team of professionally certified mobile phone technicians to guarantee they work just like new or your money back. please, check our store ratings to see what our customers have to say about us and our products! feel free to message with any questions you may have. have a nice day!”",29971.0,100.0,30 days returns
71,apple iphone 8 plus 64gb factory unlocked smartphone - very good,229.99,"8,412 sold",free 3 day shipping,very good - refurbished,"“this apple iphone 8 plus 64gb factory unlocked smartphone has been determined fully functional by our industry leading functionality inspection. it will show signs of wear like scratches, scuffs, and minor nicks on the screen or body. it will not come in its original packaging but will include an mfi certified lightning cable and ul approved power adapter. headsets, sim card and manual are not included. this apple iphone 8 plus 64gb factory unlocked smartphone is fully functional with all carrier networks. it does not come with a sim card, you will need to get one from your carrier of choice.”",67602.0,98.9,60 days returns
72,"apple iphone 11 gsm+cdma factory unlocked verizon t-mobile at&t -""very good""",314.88,,free 2 day shipping,very good - refurbished,"“""very good"" detailed grade info is below. we offer a no-risk 30-day free return! , fully tested by our team of on-site technicians using industry-leading testing software and procedures. then meticulously and carefully cosmetically graded to be sure they fit the conditions in this listing.”",17579.0,98.7,30 days returns
73,apple iphone x - 64gb - space gray  a1865 gsm & cdma unlocked ~mrf~ -good!,208.99,"3,603 sold",free 4 day shipping,good - refurbished,"““this product has been determined fully functional by our industry leading functionality inspection. mfi certified lightning cable and ul approved power adapter are included. this product will not come in its original packaging; headsets, sim card and manual will not be included. for additional details including carrier compability please see item description.""""the item shows moderate wear and is backed by a one year warranty. it is fully functional and has been professionally refurbished,inspected and cleaned to good condition by qualified sellers. the item includes original or new accessories and will come in a new generic packaging.”",10647.0,98.9,30 days returns
74,apple iphone xr - 64gb -black (unlocked) a1984 (cdma + gsm)~srf~ -very good,224.99,"1,672 sold",free 4 day shipping,very good - refurbished,"“this apple iphone xr - 64gb -black (unlocked) a1984 (cdma + gsm)~srf~ very good! has been determined fully functional by our industry leading functionality inspection. mfi certified lightning cable and ul approved power adapter are included. this product will not come in its original packaging; headsets, sim card and manual will not be included.""the item shows minimal wear and is backed by a one year warranty. it is fully functional and has been professionally refurbished,inspected and cleaned to very good condition by qualified sellers. the item includes original or new accessories and will come in new generic packaging”",10647.0,98.9,30 days returns
75,apple iphone xr | 64gb factory unlocked | 4g lte ios smartphone good,226.0,797 sold,,good - refurbished,"““this apple iphone xr 64gb unlocked smartphone has been determined fully functional . it will show signs of use like scratches, scuffs, and nicks on the screen or body. it will not come in its original packaging but will include a lightning cable and approved power adapter. headsets, sim card and manual are not included.”",69132.0,95.8,30 days returns
76,apple iphone se 1st gen fully unlocked (32&64 gb) (very good),82.99,171 sold,free 2 day shipping,very good - refurbished,“phone is in very good condition. may have some minor scratches. charger and cable included.”,2703.0,97.2,30 days returns
77,apple  iphone 7 - 32gb - black - (gsm) unlocked - smartphone - very good,104.99,,free 3 day shipping,good - refurbished,"“the cosmetic condition is overall very good, it may show signs of wear and tear, such as light dings & scratches on the screen & body. | the device has been tested and is fully functional”",122213.0,100.0,30 days returns
78,apple iphone 12 128gb factory unlocked at&t t-mobile verizon very good condition,549.95,241 sold,,very good - refurbished,"“100% fully functional - very good cosmetic condition. very minimal signs of wear. see below for full description of cosmetic condition. the devices in this listing are apple iphone 12 smartphones with a storage capacity of 128gb and your choice of color from (product)red, black, blue, green, white. they are also factory unlocked and can be used on verizon and other gsm networks such as att and t-mobile. every smartphone will arrive with a clear imei, factory data reset, clean, and ready to activate and use. generic accessories - a wall block and cable - are included with every purchase. visit our store to see more devices in more conditions. if your ideal device isn’t available, check back soon. we get new devices daily!”",82193.0,98.4,60 days returns
